L,gm/Id,Vgs
1.5e-07,1.25916,1.66493
1.5e-07,1.26061,1.66403
1.5e-07,1.26206,1.66313
1.5e-07,1.26352,1.66223
1.5e-07,1.26497,1.66133
1.5e-07,1.26644,1.66043
1.5e-07,1.2679,1.65953
1.5e-07,1.26937,1.65863
1.5e-07,1.27084,1.65773
1.5e-07,1.27231,1.65683
1.5e-07,1.27379,1.65593
1.5e-07,1.27527,1.65503
1.5e-07,1.27676,1.65413
1.5e-07,1.27824,1.65323
1.5e-07,1.27973,1.65233
1.5e-07,1.28122,1.65143
1.5e-07,1.28272,1.65053
1.5e-07,1.28422,1.64962
1.5e-07,1.28572,1.64872
1.5e-07,1.28722,1.64782
1.5e-07,1.28873,1.64692
1.5e-07,1.29024,1.64602
1.5e-07,1.29176,1.64512
1.5e-07,1.29328,1.64422
1.5e-07,1.2948,1.64332
1.5e-07,1.29632,1.64242
1.5e-07,1.29785,1.64152
1.5e-07,1.29938,1.64062
1.5e-07,1.30091,1.63972
1.5e-07,1.30245,1.63882
1.5e-07,1.30399,1.63792
1.5e-07,1.30553,1.63702
1.5e-07,1.30708,1.63612
1.5e-07,1.30863,1.63522
1.5e-07,1.31018,1.63432
1.5e-07,1.31174,1.63342
1.5e-07,1.3133,1.63252
1.5e-07,1.31486,1.63162
1.5e-07,1.31643,1.63072
1.5e-07,1.318,1.62981
1.5e-07,1.31957,1.62891
1.5e-07,1.32115,1.62801
1.5e-07,1.32273,1.62711
1.5e-07,1.32431,1.62621
1.5e-07,1.3259,1.62531
1.5e-07,1.32749,1.62441
1.5e-07,1.32909,1.62351
1.5e-07,1.33068,1.62261
1.5e-07,1.33228,1.62171
1.5e-07,1.33389,1.62081
1.5e-07,1.33549,1.61991
1.5e-07,1.33711,1.61901
1.5e-07,1.33872,1.61811
1.5e-07,1.34034,1.61721
1.5e-07,1.34196,1.61631
1.5e-07,1.34358,1.61541
1.5e-07,1.34521,1.61451
1.5e-07,1.34684,1.61361
1.5e-07,1.34848,1.61271
1.5e-07,1.35012,1.61181
1.5e-07,1.35176,1.61091
1.5e-07,1.35341,1.61001
1.5e-07,1.35506,1.6091
1.5e-07,1.35671,1.6082
1.5e-07,1.35837,1.6073
1.5e-07,1.36003,1.6064
1.5e-07,1.36169,1.6055
1.5e-07,1.36336,1.6046
1.5e-07,1.36503,1.6037
1.5e-07,1.36671,1.6028
1.5e-07,1.36839,1.6019
1.5e-07,1.37007,1.601
1.5e-07,1.37175,1.6001
1.5e-07,1.37344,1.5992
1.5e-07,1.37514,1.5983
1.5e-07,1.37684,1.5974
1.5e-07,1.37854,1.5965
1.5e-07,1.38024,1.5956
1.5e-07,1.38195,1.5947
1.5e-07,1.38366,1.5938
1.5e-07,1.38538,1.5929
1.5e-07,1.3871,1.592
1.5e-07,1.38882,1.5911
1.5e-07,1.39055,1.5902
1.5e-07,1.39228,1.58929
1.5e-07,1.39402,1.58839
1.5e-07,1.39576,1.58749
1.5e-07,1.3975,1.58659
1.5e-07,1.39925,1.58569
1.5e-07,1.401,1.58479
1.5e-07,1.40275,1.58389
1.5e-07,1.40451,1.58299
1.5e-07,1.40628,1.58209
1.5e-07,1.40804,1.58119
1.5e-07,1.40981,1.58029
1.5e-07,1.41159,1.57939
1.5e-07,1.41337,1.57849
1.5e-07,1.41515,1.57759
1.5e-07,1.41694,1.57669
1.5e-07,1.41873,1.57579
1.5e-07,1.42052,1.57489
1.5e-07,1.42232,1.57399
1.5e-07,1.42413,1.57309
1.5e-07,1.42593,1.57219
1.5e-07,1.42775,1.57129
1.5e-07,1.42956,1.57039
1.5e-07,1.43138,1.56948
1.5e-07,1.4332,1.56858
1.5e-07,1.43503,1.56768
1.5e-07,1.43687,1.56678
1.5e-07,1.4387,1.56588
1.5e-07,1.44054,1.56498
1.5e-07,1.44239,1.56408
1.5e-07,1.44424,1.56318
1.5e-07,1.44609,1.56228
1.5e-07,1.44795,1.56138
1.5e-07,1.44981,1.56048
1.5e-07,1.45167,1.55958
1.5e-07,1.45355,1.55868
1.5e-07,1.45542,1.55778
1.5e-07,1.4573,1.55688
1.5e-07,1.45918,1.55598
1.5e-07,1.46107,1.55508
1.5e-07,1.46296,1.55418
1.5e-07,1.46486,1.55328
1.5e-07,1.46676,1.55238
1.5e-07,1.46867,1.55148
1.5e-07,1.47058,1.55058
1.5e-07,1.47249,1.54967
1.5e-07,1.47441,1.54877
1.5e-07,1.47633,1.54787
1.5e-07,1.47826,1.54697
1.5e-07,1.48019,1.54607
1.5e-07,1.48213,1.54517
1.5e-07,1.48407,1.54427
1.5e-07,1.48602,1.54337
1.5e-07,1.48797,1.54247
1.5e-07,1.48992,1.54157
1.5e-07,1.49188,1.54067
1.5e-07,1.49385,1.53977
1.5e-07,1.49581,1.53887
1.5e-07,1.49779,1.53797
1.5e-07,1.49977,1.53707
1.5e-07,1.50175,1.53617
1.5e-07,1.50374,1.53527
1.5e-07,1.50573,1.53437
1.5e-07,1.50773,1.53347
1.5e-07,1.50973,1.53257
1.5e-07,1.51174,1.53167
1.5e-07,1.51375,1.53077
1.5e-07,1.51576,1.52986
1.5e-07,1.51778,1.52896
1.5e-07,1.51981,1.52806
1.5e-07,1.52184,1.52716
1.5e-07,1.52388,1.52626
1.5e-07,1.52592,1.52536
1.5e-07,1.52796,1.52446
1.5e-07,1.53001,1.52356
1.5e-07,1.53207,1.52266
1.5e-07,1.53413,1.52176
1.5e-07,1.53619,1.52086
1.5e-07,1.53826,1.51996
1.5e-07,1.54034,1.51906
1.5e-07,1.54242,1.51816
1.5e-07,1.54451,1.51726
1.5e-07,1.5466,1.51636
1.5e-07,1.54869,1.51546
1.5e-07,1.55079,1.51456
1.5e-07,1.5529,1.51366
1.5e-07,1.55501,1.51276
1.5e-07,1.55712,1.51186
1.5e-07,1.55924,1.51096
1.5e-07,1.56137,1.51006
1.5e-07,1.5635,1.50915
1.5e-07,1.56564,1.50825
1.5e-07,1.56778,1.50735
1.5e-07,1.56993,1.50645
1.5e-07,1.57208,1.50555
1.5e-07,1.57424,1.50465
1.5e-07,1.5764,1.50375
1.5e-07,1.57857,1.50285
1.5e-07,1.58074,1.50195
1.5e-07,1.58292,1.50105
1.5e-07,1.58511,1.50015
1.5e-07,1.5873,1.49925
1.5e-07,1.58949,1.49835
1.5e-07,1.59169,1.49745
1.5e-07,1.5939,1.49655
1.5e-07,1.59611,1.49565
1.5e-07,1.59833,1.49475
1.5e-07,1.60055,1.49385
1.5e-07,1.60278,1.49295
1.5e-07,1.60501,1.49205
1.5e-07,1.60725,1.49115
1.5e-07,1.6095,1.49025
1.5e-07,1.61175,1.48934
1.5e-07,1.61401,1.48844
1.5e-07,1.61627,1.48754
1.5e-07,1.61854,1.48664
1.5e-07,1.62081,1.48574
1.5e-07,1.62309,1.48484
1.5e-07,1.62538,1.48394
1.5e-07,1.62767,1.48304
1.5e-07,1.62996,1.48214
1.5e-07,1.63227,1.48124
1.5e-07,1.63457,1.48034
1.5e-07,1.63689,1.47944
1.5e-07,1.63921,1.47854
1.5e-07,1.64153,1.47764
1.5e-07,1.64387,1.47674
1.5e-07,1.6462,1.47584
1.5e-07,1.64855,1.47494
1.5e-07,1.6509,1.47404
1.5e-07,1.65325,1.47314
1.5e-07,1.65561,1.47224
1.5e-07,1.65798,1.47134
1.5e-07,1.66036,1.47044
1.5e-07,1.66274,1.46953
1.5e-07,1.66512,1.46863
1.5e-07,1.66752,1.46773
1.5e-07,1.66991,1.46683
1.5e-07,1.67232,1.46593
1.5e-07,1.67473,1.46503
1.5e-07,1.67715,1.46413
1.5e-07,1.67957,1.46323
1.5e-07,1.682,1.46233
1.5e-07,1.68444,1.46143
1.5e-07,1.68688,1.46053
1.5e-07,1.68933,1.45963
1.5e-07,1.69178,1.45873
1.5e-07,1.69424,1.45783
1.5e-07,1.69671,1.45693
1.5e-07,1.69919,1.45603
1.5e-07,1.70167,1.45513
1.5e-07,1.70416,1.45423
1.5e-07,1.70665,1.45333
1.5e-07,1.70915,1.45243
1.5e-07,1.71166,1.45153
1.5e-07,1.71417,1.45063
1.5e-07,1.71669,1.44972
1.5e-07,1.71922,1.44882
1.5e-07,1.72175,1.44792
1.5e-07,1.72429,1.44702
1.5e-07,1.72684,1.44612
1.5e-07,1.72939,1.44522
1.5e-07,1.73196,1.44432
1.5e-07,1.73452,1.44342
1.5e-07,1.7371,1.44252
1.5e-07,1.73968,1.44162
1.5e-07,1.74227,1.44072
1.5e-07,1.74486,1.43982
1.5e-07,1.74746,1.43892
1.5e-07,1.75007,1.43802
1.5e-07,1.75269,1.43712
1.5e-07,1.75531,1.43622
1.5e-07,1.75794,1.43532
1.5e-07,1.76058,1.43442
1.5e-07,1.76322,1.43352
1.5e-07,1.76588,1.43262
1.5e-07,1.76853,1.43172
1.5e-07,1.7712,1.43082
1.5e-07,1.77387,1.42991
1.5e-07,1.77655,1.42901
1.5e-07,1.77924,1.42811
1.5e-07,1.78194,1.42721
1.5e-07,1.78464,1.42631
1.5e-07,1.78735,1.42541
1.5e-07,1.79006,1.42451
1.5e-07,1.79279,1.42361
1.5e-07,1.79552,1.42271
1.5e-07,1.79826,1.42181
1.5e-07,1.80101,1.42091
1.5e-07,1.80376,1.42001
1.5e-07,1.80652,1.41911
1.5e-07,1.80929,1.41821
1.5e-07,1.81207,1.41731
1.5e-07,1.81486,1.41641
1.5e-07,1.81765,1.41551
1.5e-07,1.82045,1.41461
1.5e-07,1.82326,1.41371
1.5e-07,1.82607,1.41281
1.5e-07,1.8289,1.41191
1.5e-07,1.83173,1.41101
1.5e-07,1.83457,1.41011
1.5e-07,1.83741,1.4092
1.5e-07,1.84027,1.4083
1.5e-07,1.84313,1.4074
1.5e-07,1.846,1.4065
1.5e-07,1.84888,1.4056
1.5e-07,1.85177,1.4047
1.5e-07,1.85467,1.4038
1.5e-07,1.85757,1.4029
1.5e-07,1.86048,1.402
1.5e-07,1.8634,1.4011
1.5e-07,1.86633,1.4002
1.5e-07,1.86927,1.3993
1.5e-07,1.87221,1.3984
1.5e-07,1.87516,1.3975
1.5e-07,1.87813,1.3966
1.5e-07,1.8811,1.3957
1.5e-07,1.88407,1.3948
1.5e-07,1.88706,1.3939
1.5e-07,1.89006,1.393
1.5e-07,1.89306,1.3921
1.5e-07,1.89607,1.3912
1.5e-07,1.89909,1.3903
1.5e-07,1.90212,1.38939
1.5e-07,1.90516,1.38849
1.5e-07,1.90821,1.38759
1.5e-07,1.91127,1.38669
1.5e-07,1.91433,1.38579
1.5e-07,1.91741,1.38489
1.5e-07,1.92049,1.38399
1.5e-07,1.92358,1.38309
1.5e-07,1.92668,1.38219
1.5e-07,1.92979,1.38129
1.5e-07,1.93291,1.38039
1.5e-07,1.93604,1.37949
1.5e-07,1.93917,1.37859
1.5e-07,1.94232,1.37769
1.5e-07,1.94547,1.37679
1.5e-07,1.94864,1.37589
1.5e-07,1.95181,1.37499
1.5e-07,1.95499,1.37409
1.5e-07,1.95818,1.37319
1.5e-07,1.96139,1.37229
1.5e-07,1.9646,1.37139
1.5e-07,1.96782,1.37049
1.5e-07,1.97105,1.36958
1.5e-07,1.97429,1.36868
1.5e-07,1.97754,1.36778
1.5e-07,1.98079,1.36688
1.5e-07,1.98406,1.36598
1.5e-07,1.98734,1.36508
1.5e-07,1.99063,1.36418
1.5e-07,1.99393,1.36328
1.5e-07,1.99723,1.36238
1.5e-07,2.00055,1.36148
1.5e-07,2.00388,1.36058
1.5e-07,2.00721,1.35968
1.5e-07,2.01056,1.35878
1.5e-07,2.01392,1.35788
1.5e-07,2.01728,1.35698
1.5e-07,2.02066,1.35608
1.5e-07,2.02405,1.35518
1.5e-07,2.02745,1.35428
1.5e-07,2.03085,1.35338
1.5e-07,2.03427,1.35248
1.5e-07,2.0377,1.35158
1.5e-07,2.04114,1.35068
1.5e-07,2.04459,1.34977
1.5e-07,2.04805,1.34887
1.5e-07,2.05152,1.34797
1.5e-07,2.055,1.34707
1.5e-07,2.05849,1.34617
1.5e-07,2.06199,1.34527
1.5e-07,2.06551,1.34437
1.5e-07,2.06903,1.34347
1.5e-07,2.07257,1.34257
1.5e-07,2.07611,1.34167
1.5e-07,2.07967,1.34077
1.5e-07,2.08323,1.33987
1.5e-07,2.08681,1.33897
1.5e-07,2.0904,1.33807
1.5e-07,2.094,1.33717
1.5e-07,2.09761,1.33627
1.5e-07,2.10124,1.33537
1.5e-07,2.10487,1.33447
1.5e-07,2.10852,1.33357
1.5e-07,2.11217,1.33267
1.5e-07,2.11584,1.33177
1.5e-07,2.11952,1.33087
1.5e-07,2.12321,1.32996
1.5e-07,2.12691,1.32906
1.5e-07,2.13063,1.32816
1.5e-07,2.13435,1.32726
1.5e-07,2.13809,1.32636
1.5e-07,2.14184,1.32546
1.5e-07,2.1456,1.32456
1.5e-07,2.14938,1.32366
1.5e-07,2.15316,1.32276
1.5e-07,2.15696,1.32186
1.5e-07,2.16077,1.32096
1.5e-07,2.16459,1.32006
1.5e-07,2.16842,1.31916
1.5e-07,2.17227,1.31826
1.5e-07,2.17612,1.31736
1.5e-07,2.17999,1.31646
1.5e-07,2.18388,1.31556
1.5e-07,2.18777,1.31466
1.5e-07,2.19168,1.31376
1.5e-07,2.1956,1.31286
1.5e-07,2.19953,1.31196
1.5e-07,2.20348,1.31106
1.5e-07,2.20744,1.31016
1.5e-07,2.21141,1.30925
1.5e-07,2.21539,1.30835
1.5e-07,2.21939,1.30745
1.5e-07,2.2234,1.30655
1.5e-07,2.22742,1.30565
1.5e-07,2.23145,1.30475
1.5e-07,2.2355,1.30385
1.5e-07,2.23956,1.30295
1.5e-07,2.24364,1.30205
1.5e-07,2.24773,1.30115
1.5e-07,2.25183,1.30025
1.5e-07,2.25595,1.29935
1.5e-07,2.26007,1.29845
1.5e-07,2.26422,1.29755
1.5e-07,2.26837,1.29665
1.5e-07,2.27254,1.29575
1.5e-07,2.27673,1.29485
1.5e-07,2.28092,1.29395
1.5e-07,2.28513,1.29305
1.5e-07,2.28936,1.29215
1.5e-07,2.2936,1.29125
1.5e-07,2.29785,1.29035
1.5e-07,2.30212,1.28944
1.5e-07,2.3064,1.28854
1.5e-07,2.3107,1.28764
1.5e-07,2.31501,1.28674
1.5e-07,2.31933,1.28584
1.5e-07,2.32367,1.28494
1.5e-07,2.32803,1.28404
1.5e-07,2.3324,1.28314
1.5e-07,2.33678,1.28224
1.5e-07,2.34118,1.28134
1.5e-07,2.34559,1.28044
1.5e-07,2.35002,1.27954
1.5e-07,2.35446,1.27864
1.5e-07,2.35892,1.27774
1.5e-07,2.36339,1.27684
1.5e-07,2.36788,1.27594
1.5e-07,2.37239,1.27504
1.5e-07,2.37691,1.27414
1.5e-07,2.38144,1.27324
1.5e-07,2.38599,1.27234
1.5e-07,2.39056,1.27144
1.5e-07,2.39514,1.27054
1.5e-07,2.39974,1.26963
1.5e-07,2.40435,1.26873
1.5e-07,2.40898,1.26783
1.5e-07,2.41362,1.26693
1.5e-07,2.41829,1.26603
1.5e-07,2.42296,1.26513
1.5e-07,2.42766,1.26423
1.5e-07,2.43237,1.26333
1.5e-07,2.43709,1.26243
1.5e-07,2.44184,1.26153
1.5e-07,2.4466,1.26063
1.5e-07,2.45137,1.25973
1.5e-07,2.45616,1.25883
1.5e-07,2.46097,1.25793
1.5e-07,2.4658,1.25703
1.5e-07,2.47064,1.25613
1.5e-07,2.4755,1.25523
1.5e-07,2.48038,1.25433
1.5e-07,2.48528,1.25343
1.5e-07,2.49019,1.25253
1.5e-07,2.49512,1.25163
1.5e-07,2.50007,1.25073
1.5e-07,2.50503,1.24982
1.5e-07,2.51001,1.24892
1.5e-07,2.51501,1.24802
1.5e-07,2.52003,1.24712
1.5e-07,2.52507,1.24622
1.5e-07,2.53012,1.24532
1.5e-07,2.53519,1.24442
1.5e-07,2.54028,1.24352
1.5e-07,2.54539,1.24262
1.5e-07,2.55052,1.24172
1.5e-07,2.55567,1.24082
1.5e-07,2.56083,1.23992
1.5e-07,2.56601,1.23902
1.5e-07,2.57122,1.23812
1.5e-07,2.57644,1.23722
1.5e-07,2.58168,1.23632
1.5e-07,2.58693,1.23542
1.5e-07,2.59221,1.23452
1.5e-07,2.59751,1.23362
1.5e-07,2.60283,1.23272
1.5e-07,2.60816,1.23182
1.5e-07,2.61352,1.23092
1.5e-07,2.61889,1.23002
1.5e-07,2.62429,1.22911
1.5e-07,2.6297,1.22821
1.5e-07,2.63514,1.22731
1.5e-07,2.64059,1.22641
1.5e-07,2.64607,1.22551
1.5e-07,2.65156,1.22461
1.5e-07,2.65708,1.22371
1.5e-07,2.66262,1.22281
1.5e-07,2.66817,1.22191
1.5e-07,2.67375,1.22101
1.5e-07,2.67935,1.22011
1.5e-07,2.68497,1.21921
1.5e-07,2.69061,1.21831
1.5e-07,2.69627,1.21741
1.5e-07,2.70195,1.21651
1.5e-07,2.70766,1.21561
1.5e-07,2.71338,1.21471
1.5e-07,2.71913,1.21381
1.5e-07,2.7249,1.21291
1.5e-07,2.73069,1.21201
1.5e-07,2.73651,1.21111
1.5e-07,2.74234,1.21021
1.5e-07,2.7482,1.2093
1.5e-07,2.75408,1.2084
1.5e-07,2.75998,1.2075
1.5e-07,2.76591,1.2066
1.5e-07,2.77185,1.2057
1.5e-07,2.77782,1.2048
1.5e-07,2.78382,1.2039
1.5e-07,2.78983,1.203
1.5e-07,2.79587,1.2021
1.5e-07,2.80194,1.2012
1.5e-07,2.80802,1.2003
1.5e-07,2.81413,1.1994
1.5e-07,2.82027,1.1985
1.5e-07,2.82642,1.1976
1.5e-07,2.8326,1.1967
1.5e-07,2.83881,1.1958
1.5e-07,2.84504,1.1949
1.5e-07,2.85129,1.194
1.5e-07,2.85757,1.1931
1.5e-07,2.86387,1.1922
1.5e-07,2.8702,1.1913
1.5e-07,2.87656,1.1904
1.5e-07,2.88293,1.18949
1.5e-07,2.88934,1.18859
1.5e-07,2.89576,1.18769
1.5e-07,2.90222,1.18679
1.5e-07,2.9087,1.18589
1.5e-07,2.9152,1.18499
1.5e-07,2.92173,1.18409
1.5e-07,2.92829,1.18319
1.5e-07,2.93487,1.18229
1.5e-07,2.94148,1.18139
1.5e-07,2.94811,1.18049
1.5e-07,2.95478,1.17959
1.5e-07,2.96146,1.17869
1.5e-07,2.96818,1.17779
1.5e-07,2.97492,1.17689
1.5e-07,2.98169,1.17599
1.5e-07,2.98849,1.17509
1.5e-07,2.99531,1.17419
1.5e-07,3.00217,1.17329
1.5e-07,3.00905,1.17239
1.5e-07,3.01595,1.17149
1.5e-07,3.02289,1.17059
1.5e-07,3.02985,1.16968
1.5e-07,3.03684,1.16878
1.5e-07,3.04387,1.16788
1.5e-07,3.05092,1.16698
1.5e-07,3.05799,1.16608
1.5e-07,3.0651,1.16518
1.5e-07,3.07224,1.16428
1.5e-07,3.0794,1.16338
1.5e-07,3.0866,1.16248
1.5e-07,3.09382,1.16158
1.5e-07,3.10108,1.16068
1.5e-07,3.10837,1.15978
1.5e-07,3.11568,1.15888
1.5e-07,3.12303,1.15798
1.5e-07,3.1304,1.15708
1.5e-07,3.13781,1.15618
1.5e-07,3.14525,1.15528
1.5e-07,3.15272,1.15438
1.5e-07,3.16022,1.15348
1.5e-07,3.16775,1.15258
1.5e-07,3.17531,1.15168
1.5e-07,3.18291,1.15078
1.5e-07,3.19053,1.14987
1.5e-07,3.19819,1.14897
1.5e-07,3.20588,1.14807
1.5e-07,3.21361,1.14717
1.5e-07,3.22136,1.14627
1.5e-07,3.22915,1.14537
1.5e-07,3.23698,1.14447
1.5e-07,3.24483,1.14357
1.5e-07,3.25272,1.14267
1.5e-07,3.26065,1.14177
1.5e-07,3.2686,1.14087
1.5e-07,3.27659,1.13997
1.5e-07,3.28462,1.13907
1.5e-07,3.29268,1.13817
1.5e-07,3.30077,1.13727
1.5e-07,3.3089,1.13637
1.5e-07,3.31706,1.13547
1.5e-07,3.32526,1.13457
1.5e-07,3.3335,1.13367
1.5e-07,3.34177,1.13277
1.5e-07,3.35007,1.13187
1.5e-07,3.35842,1.13097
1.5e-07,3.3668,1.13007
1.5e-07,3.37521,1.12916
1.5e-07,3.38366,1.12826
1.5e-07,3.39215,1.12736
1.5e-07,3.40068,1.12646
1.5e-07,3.40924,1.12556
1.5e-07,3.41784,1.12466
1.5e-07,3.42648,1.12376
1.5e-07,3.43515,1.12286
1.5e-07,3.44387,1.12196
1.5e-07,3.45262,1.12106
1.5e-07,3.46141,1.12016
1.5e-07,3.47024,1.11926
1.5e-07,3.47911,1.11836
1.5e-07,3.48802,1.11746
1.5e-07,3.49697,1.11656
1.5e-07,3.50596,1.11566
1.5e-07,3.51499,1.11476
1.5e-07,3.52405,1.11386
1.5e-07,3.53316,1.11296
1.5e-07,3.54231,1.11206
1.5e-07,3.5515,1.11116
1.5e-07,3.56073,1.11026
1.5e-07,3.57001,1.10935
1.5e-07,3.57932,1.10845
1.5e-07,3.58868,1.10755
1.5e-07,3.59808,1.10665
1.5e-07,3.60752,1.10575
1.5e-07,3.617,1.10485
1.5e-07,3.62653,1.10395
1.5e-07,3.6361,1.10305
1.5e-07,3.64572,1.10215
1.5e-07,3.65537,1.10125
1.5e-07,3.66508,1.10035
1.5e-07,3.67482,1.09945
1.5e-07,3.68461,1.09855
1.5e-07,3.69445,1.09765
1.5e-07,3.70433,1.09675
1.5e-07,3.71425,1.09585
1.5e-07,3.72422,1.09495
1.5e-07,3.73424,1.09405
1.5e-07,3.7443,1.09315
1.5e-07,3.75441,1.09225
1.5e-07,3.76456,1.09135
1.5e-07,3.77477,1.09045
1.5e-07,3.78502,1.08954
1.5e-07,3.79531,1.08864
1.5e-07,3.80566,1.08774
1.5e-07,3.81605,1.08684
1.5e-07,3.82649,1.08594
1.5e-07,3.83698,1.08504
1.5e-07,3.84752,1.08414
1.5e-07,3.85811,1.08324
1.5e-07,3.86874,1.08234
1.5e-07,3.87943,1.08144
1.5e-07,3.89017,1.08054
1.5e-07,3.90095,1.07964
1.5e-07,3.91179,1.07874
1.5e-07,3.92268,1.07784
1.5e-07,3.93362,1.07694
1.5e-07,3.94461,1.07604
1.5e-07,3.95566,1.07514
1.5e-07,3.96675,1.07424
1.5e-07,3.9779,1.07334
1.5e-07,3.9891,1.07244
1.5e-07,4.00035,1.07154
1.5e-07,4.01166,1.07064
1.5e-07,4.02302,1.06973
1.5e-07,4.03443,1.06883
1.5e-07,4.0459,1.06793
1.5e-07,4.05743,1.06703
1.5e-07,4.069,1.06613
1.5e-07,4.08064,1.06523
1.5e-07,4.09233,1.06433
1.5e-07,4.10407,1.06343
1.5e-07,4.11587,1.06253
1.5e-07,4.12773,1.06163
1.5e-07,4.13965,1.06073
1.5e-07,4.15162,1.05983
1.5e-07,4.16365,1.05893
1.5e-07,4.17573,1.05803
1.5e-07,4.18788,1.05713
1.5e-07,4.20008,1.05623
1.5e-07,4.21235,1.05533
1.5e-07,4.22467,1.05443
1.5e-07,4.23705,1.05353
1.5e-07,4.24949,1.05263
1.5e-07,4.262,1.05173
1.5e-07,4.27456,1.05083
1.5e-07,4.28718,1.04992
1.5e-07,4.29987,1.04902
1.5e-07,4.31262,1.04812
1.5e-07,4.32543,1.04722
1.5e-07,4.3383,1.04632
1.5e-07,4.35123,1.04542
1.5e-07,4.36423,1.04452
1.5e-07,4.37729,1.04362
1.5e-07,4.39042,1.04272
1.5e-07,4.40361,1.04182
1.5e-07,4.41686,1.04092
1.5e-07,4.43018,1.04002
1.5e-07,4.44356,1.03912
1.5e-07,4.45701,1.03822
1.5e-07,4.47053,1.03732
1.5e-07,4.48411,1.03642
1.5e-07,4.49776,1.03552
1.5e-07,4.51148,1.03462
1.5e-07,4.52526,1.03372
1.5e-07,4.53911,1.03282
1.5e-07,4.55304,1.03192
1.5e-07,4.56702,1.03102
1.5e-07,4.58108,1.03012
1.5e-07,4.59521,1.02921
1.5e-07,4.60941,1.02831
1.5e-07,4.62368,1.02741
1.5e-07,4.63802,1.02651
1.5e-07,4.65243,1.02561
1.5e-07,4.66691,1.02471
1.5e-07,4.68146,1.02381
1.5e-07,4.69609,1.02291
1.5e-07,4.71079,1.02201
1.5e-07,4.72556,1.02111
1.5e-07,4.74041,1.02021
1.5e-07,4.75533,1.01931
1.5e-07,4.77032,1.01841
1.5e-07,4.78539,1.01751
1.5e-07,4.80054,1.01661
1.5e-07,4.81576,1.01571
1.5e-07,4.83105,1.01481
1.5e-07,4.84642,1.01391
1.5e-07,4.86187,1.01301
1.5e-07,4.8774,1.01211
1.5e-07,4.893,1.01121
1.5e-07,4.90868,1.01031
1.5e-07,4.92445,1.0094
1.5e-07,4.94028,1.0085
1.5e-07,4.9562,1.0076
1.5e-07,4.9722,1.0067
1.5e-07,4.98828,1.0058
1.5e-07,5.00444,1.0049
1.5e-07,5.02068,1.004
1.5e-07,5.037,1.0031
1.5e-07,5.05341,1.0022
1.5e-07,5.06989,1.0013
1.5e-07,5.08646,1.0004
1.5e-07,5.10311,0.9995
1.5e-07,5.11985,0.998599
1.5e-07,5.13667,0.997699
1.5e-07,5.15358,0.996798
1.5e-07,5.17056,0.995898
1.5e-07,5.18764,0.994997
1.5e-07,5.2048,0.994097
1.5e-07,5.22205,0.993197
1.5e-07,5.23938,0.992296
1.5e-07,5.2568,0.991396
1.5e-07,5.27431,0.990495
1.5e-07,5.29191,0.989595
1.5e-07,5.30959,0.988694
1.5e-07,5.32736,0.987794
1.5e-07,5.34523,0.986893
1.5e-07,5.36318,0.985993
1.5e-07,5.38122,0.985093
1.5e-07,5.39936,0.984192
1.5e-07,5.41758,0.983292
1.5e-07,5.4359,0.982391
1.5e-07,5.45431,0.981491
1.5e-07,5.47281,0.98059
1.5e-07,5.4914,0.97969
1.5e-07,5.51009,0.978789
1.5e-07,5.52887,0.977889
1.5e-07,5.54774,0.976988
1.5e-07,5.56671,0.976088
1.5e-07,5.58577,0.975188
1.5e-07,5.60493,0.974287
1.5e-07,5.62419,0.973387
1.5e-07,5.64354,0.972486
1.5e-07,5.66299,0.971586
1.5e-07,5.68254,0.970685
1.5e-07,5.70218,0.969785
1.5e-07,5.72192,0.968884
1.5e-07,5.74176,0.967984
1.5e-07,5.7617,0.967084
1.5e-07,5.78174,0.966183
1.5e-07,5.80188,0.965283
1.5e-07,5.82212,0.964382
1.5e-07,5.84246,0.963482
1.5e-07,5.8629,0.962581
1.5e-07,5.88344,0.961681
1.5e-07,5.90409,0.96078
1.5e-07,5.92483,0.95988
1.5e-07,5.94568,0.958979
1.5e-07,5.96663,0.958079
1.5e-07,5.98769,0.957179
1.5e-07,6.00885,0.956278
1.5e-07,6.03012,0.955378
1.5e-07,6.05149,0.954477
1.5e-07,6.07296,0.953577
1.5e-07,6.09454,0.952676
1.5e-07,6.11623,0.951776
1.5e-07,6.13802,0.950875
1.5e-07,6.15992,0.949975
1.5e-07,6.18193,0.949075
1.5e-07,6.20405,0.948174
1.5e-07,6.22627,0.947274
1.5e-07,6.2486,0.946373
1.5e-07,6.27105,0.945473
1.5e-07,6.2936,0.944572
1.5e-07,6.31626,0.943672
1.5e-07,6.33903,0.942771
1.5e-07,6.36191,0.941871
1.5e-07,6.3849,0.94097
1.5e-07,6.408,0.94007
1.5e-07,6.43122,0.93917
1.5e-07,6.45455,0.938269
1.5e-07,6.47798,0.937369
1.5e-07,6.50154,0.936468
1.5e-07,6.5252,0.935568
1.5e-07,6.54898,0.934667
1.5e-07,6.57287,0.933767
1.5e-07,6.59688,0.932866
1.5e-07,6.621,0.931966
1.5e-07,6.64523,0.931066
1.5e-07,6.66958,0.930165
1.5e-07,6.69405,0.929265
1.5e-07,6.71863,0.928364
1.5e-07,6.74333,0.927464
1.5e-07,6.76814,0.926563
1.5e-07,6.79307,0.925663
1.5e-07,6.81812,0.924762
